timestamp,x,y,z,qx,qy,qz,qw
000045,38.0906,0.905932,0.382333,0.00132305,0.00309543,0.0235744,0.999716
000046,38.7395,0.938928,0.386137,0.000279287,0.00149453,0.0224458,0.999747
000047,39.3819,0.973169,0.389254,0.000136091,0.000803936,0.021627,0.999766
000048,40.0236,1.00481,0.39427,-0.000312012,0.001185,0.0201543,0.999796
000049,40.662,1.03108,0.402196,-0.00223174,0.00241711,0.0181528,0.99983
000050,41.2807,1.06147,0.407981,-0.00463135,0.00414021,0.0166171,0.999843
000051,41.886,1.08632,0.416824,-0.00709452,0.00476809,0.0144393,0.999859
000052,42.4764,1.10245,0.419625,-0.00944331,0.0048332,0.0115618,0.999877
000053,43.0465,1.12267,0.421492,-0.0112052,0.00579023,0.00887378,0.999881
000054,43.6012,1.13226,0.426272,-0.0136231,0.00644132,0.00559721,0.999871
000055,44.1348,1.13929,0.431343,-0.0155063,0.00636852,0.00186048,0.999858
000056,44.643,1.14789,0.436341,-0.0170348,0.00637709,-0.00154124,0.999833
000057,45.1311,1.15266,0.440042,-0.0192282,0.00617779,-0.00529868,0.999782
000058,45.5944,1.14754,0.441175,-0.0214895,0.00494323,-0.00933822,0.999713
000059,46.034,1.14148,0.4472,-0.0225078,0.00364734,-0.0132278,0.999652
000060,46.4569,1.12549,0.446591,-0.0228444,0.00350296,-0.0173151,0.999583
000061,46.8595,1.10969,0.451904,-0.0224473,0.00418775,-0.0210988,0.999517
000062,47.2347,1.09421,0.453359,-0.0229676,0.00460103,-0.0251027,0.99941
000063,47.5888,1.07857,0.457255,-0.0241909,0.00475936,-0.0297369,0.999254
000064,47.9137,1.06735,0.462092,-0.026636,0.00443642,-0.0339952,0.999057
000065,48.22,1.05417,0.464694,-0.0285198,0.00443702,-0.0385548,0.99884
000066,48.5053,1.02121,0.471198,-0.0281515,0.0048428,-0.0432834,0.998654
000067,48.773,0.993319,0.475694,-0.0278055,0.00431533,-0.0483713,0.998433
000068,49.0355,0.957273,0.480207,-0.0270527,0.0021698,-0.0543732,0.998152
000069,49.2949,0.913151,0.48549,-0.0276123,0.000294283,-0.0612364,0.997741
000070,49.5537,0.87626,0.48746,-0.028332,-0.000531229,-0.0689157,0.99722
000071,49.8133,0.830994,0.491871,-0.0287577,-0.000732963,-0.0772912,0.996593
000072,50.0564,0.782276,0.496612,-0.0287747,-0.000898609,-0.0856804,0.995907
000073,50.3027,0.724098,0.501189,-0.0285707,-0.00103958,-0.094808,0.995085
000074,50.5507,0.655337,0.506566,-0.0281539,-0.000941167,-0.104639,0.994111
000075,50.788,0.591714,0.510564,-0.0281912,-0.00106093,-0.114831,0.992984
000076,51.03,0.522927,0.514294,-0.028851,-0.00160801,-0.125645,0.991654
000077,51.2781,0.440571,0.520279,-0.0292672,-0.00202338,-0.137414,0.990079
000078,51.5142,0.361254,0.525881,-0.0294585,-0.00199126,-0.149779,0.988279
000079,51.7611,0.2714,0.532921,-0.0304232,-0.00177088,-0.163073,0.986143
000080,52.0141,0.167511,0.541393,-0.0311989,-0.00165308,-0.177521,0.983621
000081,52.2467,0.0617464,0.548899,-0.0312889,-0.00160951,-0.192379,0.98082
000082,52.48,-0.0656549,0.559531,-0.0305719,-0.00197937,-0.208337,0.977577
000083,52.7163,-0.210874,0.570784,-0.0289554,-0.00299604,-0.22592,0.973711
000084,52.9379,-0.357036,0.580652,-0.0280767,-0.00450345,-0.244233,0.9693
000085,53.1712,-0.521926,0.588465,-0.0285114,-0.00610012,-0.263539,0.964208
000086,53.3968,-0.689525,0.596715,-0.0289683,-0.00730551,-0.283476,0.958514
000087,53.6304,-0.8752,0.606616,-0.0298544,-0.00804914,-0.30419,0.952109
000088,53.8739,-1.08654,0.620184,-0.0320311,-0.00803899,-0.325678,0.944904
000089,54.1107,-1.29907,0.630019,-0.0344839,-0.00771948,-0.347498,0.937015
000090,54.347,-1.55041,0.643143,-0.0349468,-0.00774006,-0.370386,0.928188
000091,54.5898,-1.83999,0.662128,-0.0338533,-0.00754125,-0.394453,0.918262
000092,54.8114,-2.12875,0.679207,-0.0331796,-0.00750371,-0.418476,0.907591
000093,55.0388,-2.46372,0.693327,-0.0327548,-0.00765723,-0.443072,0.895855
000094,55.2422,-2.80226,0.713288,-0.032209,-0.00822764,-0.468195,0.883
000095,55.4402,-3.18024,0.735532,-0.0313521,-0.00847602,-0.49313,0.869349
000096,55.6348,-3.589,0.758749,-0.0306907,-0.00770713,-0.517507,0.855093
000097,55.808,-3.99621,0.782416,-0.0302036,-0.00594811,-0.540855,0.840553
000098,55.9696,-4.43598,0.798325,-0.0315346,-0.00384428,-0.563442,0.825545
000099,56.1107,-4.90091,0.810592,-0.0319233,-0.00408108,-0.585017,0.810382
000100,56.2077,-5.36548,0.842999,-0.028136,-0.00628869,-0.604863,0.795807
000101,56.2858,-5.8579,0.868374,-0.022575,-0.00886202,-0.623064,0.781795
000102,56.3533,-6.38003,0.898205,-0.0192362,-0.0112071,-0.640099,0.76797
000103,56.4106,-6.89435,0.908288,-0.0191652,-0.0129535,-0.654816,0.755434
000104,56.4463,-7.42704,0.938659,-0.016912,-0.0154763,-0.667507,0.74425
000105,56.4683,-7.97999,0.971309,-0.0139363,-0.0175611,-0.678597,0.734168
000106,56.4814,-8.54259,0.99496,-0.0114459,-0.0189113,-0.687777,0.725586
000107,56.483,-9.12028,1.0193,-0.00932612,-0.0204686,-0.695133,0.718529
000108,56.4849,-9.70904,1.0432,-0.00924748,-0.0212035,-0.701103,0.712685
000109,56.4805,-10.3029,1.07089,-0.00913281,-0.0212878,-0.705715,0.708117
000110,56.473,-10.9136,1.09481,-0.00918785,-0.0216174,-0.709894,0.703917
000111,56.4522,-11.5295,1.12506,-0.00844935,-0.0239774,-0.7131,0.700601
000112,56.4291,-12.1597,1.15665,-0.00750099,-0.0259977,-0.715652,0.697933
000113,56.4063,-12.7975,1.18332,-0.00742704,-0.0257871,-0.717099,0.696454
000114,56.3887,-13.4577,1.21394,-0.0072614,-0.0241494,-0.718524,0.695045
000115,56.3667,-14.1279,1.24225,-0.00550407,-0.0211874,-0.719235,0.694422
000116,56.3393,-14.8097,1.2721,-0.0030829,-0.0193518,-0.719739,0.693968
000117,56.3065,-15.5022,1.29863,-0.00122104,-0.0195337,-0.719905,0.693797
000118,56.2729,-16.1974,1.33255,-0.000538624,-0.021609,-0.720016,0.693621
000119,56.242,-16.8937,1.35509,-0.00292374,-0.0246369,-0.719531,0.694017
000120,56.2172,-17.6013,1.38167,-0.00581236,-0.0270865,-0.718819,0.694646
000121,56.1963,-18.3245,1.40744,-0.00616798,-0.0278291,-0.718252,0.695199
000122,56.1745,-19.0668,1.44374,-0.00472805,-0.0263306,-0.71728,0.696272
000123,56.1561,-19.8133,1.48309,-0.00252431,-0.0241668,-0.716389,0.697278
000124,56.1436,-20.5538,1.51648,-0.00243036,-0.0231606,-0.715564,0.698159
000125,56.1166,-21.2822,1.55415,-0.00182125,-0.027347,-0.714246,0.699358
000126,56.0996,-22.0135,1.59177,-0.00285572,-0.0300843,-0.713086,0.700425
000127,56.0938,-22.7489,1.6214,-0.00540446,-0.0284561,-0.712352,0.701225
000128,56.0956,-23.4946,1.65368,-0.00623523,-0.0256593,-0.710987,0.702709
000129,56.0839,-24.2426,1.69829,-0.0032443,-0.0258938,-0.709382,0.704341
000130,56.0727,-24.9849,1.74261,-0.00167751,-0.0280666,-0.708345,0.705306
000131,56.0713,-25.7252,1.78225,-0.00324851,-0.0296177,-0.70712,0.706465
000132,56.0794,-26.4698,1.81189,-0.00506581,-0.028993,-0.705845,0.707755
000133,56.0896,-27.2157,1.85333,-0.00497053,-0.0284033,-0.704691,0.708928
000134,56.0903,-27.967,1.89405,-0.00271008,-0.0292322,-0.703163,0.710422
000135,56.0928,-28.7125,1.93773,-0.000778739,-0.03103,-0.701925,0.711575
000136,56.1019,-29.4592,1.97976,-8.29103e-06,-0.0326495,-0.70083,0.712581
000137,56.1137,-30.208,2.01861,-2.21554e-05,-0.0325563,-0.699685,0.713709
000138,56.1291,-30.9545,2.05499,0.000591876,-0.0325093,-0.698485,0.714885
000139,56.144,-31.6984,2.10178,0.00189876,-0.0329251,-0.697267,0.716052
000140,56.1684,-32.4452,2.1388,0.00114106,-0.032575,-0.696011,0.717291
000141,56.1981,-33.1942,2.17515,-0.000373481,-0.0321076,-0.69493,0.71836
000142,56.2244,-33.9424,2.21928,-2.17063e-05,-0.0326215,-0.694025,0.719212
000143,56.2584,-34.6999,2.25819,-0.000522228,-0.0319032,-0.692867,0.720359
000144,56.2934,-35.4516,2.29694,-0.0010958,-0.0316158,-0.692416,0.720805
000145,56.3355,-36.2305,2.34381,-0.00193515,-0.0310137,-0.690565,0.722603
000146,56.3787,-36.9796,2.38121,-0.00308532,-0.0311386,-0.689686,0.723432
000147,56.4212,-37.7367,2.42572,-0.00427838,-0.0322289,-0.688726,0.724293
000148,56.4658,-38.5088,2.47123,-0.00509535,-0.0328009,-0.687413,0.725508
000149,56.5211,-39.2829,2.5158,-0.00780106,-0.0316469,-0.686346,0.726545
000150,56.5761,-40.0543,2.55311,-0.00927473,-0.0301713,-0.685462,0.727423
000151,56.6288,-40.8368,2.60842,-0.00860285,-0.0308315,-0.684129,0.728658
000152,56.6827,-41.6199,2.66326,-0.00897784,-0.0310992,-0.682747,0.729938
000153,56.7507,-42.4031,2.70814,-0.0108786,-0.0301011,-0.681521,0.731098
000154,56.8178,-43.1994,2.75227,-0.0107072,-0.0294763,-0.679884,0.732649
000155,56.8838,-44.0003,2.81527,-0.0101082,-0.0293867,-0.678224,0.734198
000156,56.9605,-44.7827,2.85669,-0.0127424,-0.029916,-0.676483,0.73574
000157,57.0405,-45.5853,2.91642,-0.0163794,-0.0319252,-0.674164,0.737709
000158,57.1243,-46.3814,2.9734,-0.0184717,-0.0334199,-0.671479,0.740039
000159,57.2191,-47.177,3.03264,-0.0210084,-0.0329064,-0.668914,0.742314
000160,57.3191,-47.9929,3.09902,-0.0215535,-0.0315755,-0.665918,0.745045
000161,57.422,-48.8051,3.1666,-0.020982,-0.0310594,-0.663159,0.74754
000162,57.5267,-49.6144,3.23232,-0.0199841,-0.0299408,-0.660619,0.749858
000163,57.6444,-50.4351,3.29767,-0.0186918,-0.0271721,-0.657583,0.75266
000164,57.7671,-51.2491,3.35382,-0.0172712,-0.0239871,-0.654767,0.755252
000165,57.891,-52.0547,3.41462,-0.0161021,-0.0228339,-0.652213,0.757521
000166,58.0217,-52.8573,3.47116,-0.0166818,-0.0237518,-0.649312,0.759968
000167,58.152,-53.6464,3.52507,-0.0187026,-0.0261299,-0.647014,0.761801
000168,58.2876,-54.4197,3.58037,-0.0203337,-0.0274219,-0.64522,0.763233
000169,58.432,-55.2046,3.643,-0.0215726,-0.0279083,-0.643076,0.764989
000170,58.5808,-55.9737,3.70205,-0.0222421,-0.0274091,-0.641044,0.766692
000171,58.7185,-56.733,3.76485,-0.0202284,-0.027364,-0.639413,0.76811
000172,58.8675,-57.4985,3.82181,-0.0179981,-0.0254417,-0.637496,0.769823
000173,59.0185,-58.2456,3.88197,-0.0161171,-0.0222368,-0.636149,0.771077
000174,59.1776,-58.9797,3.92958,-0.0161073,-0.0198204,-0.635116,0.771995
000175,59.331,-59.7101,3.98358,-0.0164905,-0.0192043,-0.633687,0.773175
000176,59.4841,-60.421,4.02739,-0.0176433,-0.0192,-0.633065,0.773659
000177,59.6405,-61.1299,4.07488,-0.0201818,-0.0195234,-0.632226,0.774275
000178,59.793,-61.8228,4.12304,-0.0220019,-0.0208746,-0.631528,0.77476
000179,59.9389,-62.5011,4.17051,-0.0240764,-0.0224198,-0.630876,0.775186
000180,60.0895,-63.1849,4.22419,-0.0243173,-0.023517,-0.63011,0.775769
000181,60.242,-63.8531,4.26908,-0.0249018,-0.0229023,-0.629576,0.776202
000182,60.3857,-64.5172,4.32835,-0.0238708,-0.0219127,-0.629562,0.776274
000183,60.531,-65.176,4.37592,-0.0232786,-0.0210316,-0.629241,0.776577
000184,60.673,-65.8231,4.42577,-0.0228525,-0.0208285,-0.629367,0.776492
000185,60.8112,-66.4592,4.47489,-0.022641,-0.0205796,-0.630023,0.775973
000186,60.951,-67.0858,4.52118,-0.023115,-0.0203676,-0.630547,0.775539
000187,61.0812,-67.6915,4.5631,-0.0241858,-0.0212689,-0.631612,0.774615
000188,61.2078,-68.2952,4.6115,-0.0249018,-0.0231696,-0.632386,0.773906
000189,61.3277,-68.8929,4.65672,-0.0243249,-0.0243001,-0.633226,0.773203
000190,61.4489,-69.4859,4.6969,-0.0240308,-0.0237784,-0.634263,0.772378
000191,61.57,-70.0712,4.74041,-0.0233139,-0.0225178,-0.635216,0.771654
000192,61.684,-70.646,4.78668,-0.0218234,-0.0213107,-0.636138,0.770972
000193,61.79,-71.2079,4.83517,-0.0203201,-0.0220026,-0.637021,0.770265
000194,61.8953,-71.7585,4.87661,-0.0198189,-0.0239014,-0.637659,0.769693
000195,61.9958,-72.3043,4.91851,-0.019062,-0.0260593,-0.638643,0.768826
000196,62.099,-72.848,4.95635,-0.020035,-0.0266596,-0.639445,0.768113
000197,62.2058,-73.3917,4.99959,-0.0210797,-0.0270188,-0.639935,0.767665
000198,62.3063,-73.9426,5.0417,-0.0204547,-0.0271941,-0.640369,0.767314
000199,62.3993,-74.4918,5.08393,-0.0177984,-0.0287909,-0.640387,0.767306
000200,62.4963,-75.0469,5.12365,-0.0156438,-0.0303096,-0.63947,0.768059
000201,62.5956,-75.6051,5.16579,-0.0145515,-0.0311244,-0.638717,0.768675
000202,62.7089,-76.1576,5.20912,-0.015164,-0.0305243,-0.637624,0.769594
000203,62.8293,-76.7198,5.24916,-0.015784,-0.0303561,-0.63536,0.771457
000204,62.9467,-77.2858,5.29239,-0.0150583,-0.0307196,-0.632805,0.773555
000205,63.0721,-77.8548,5.3318,-0.0154254,-0.0302148,-0.629992,0.77586
000206,63.2106,-78.4348,5.37001,-0.0151408,-0.0299884,-0.626703,0.778534
000207,63.3568,-79.0194,5.41675,-0.0156287,-0.0289095,-0.623017,0.781518
000208,63.5024,-79.6003,5.45777,-0.0162031,-0.0285436,-0.61944,0.784358
000209,63.6686,-80.196,5.49839,-0.0187168,-0.028267,-0.615261,0.787594
000210,63.8364,-80.7931,5.53962,-0.0206849,-0.0281381,-0.611612,0.790386
000211,64.0194,-81.4026,5.58134,-0.0224392,-0.0279918,-0.606984,0.793904
000212,64.2054,-82.0189,5.6323,-0.0233078,-0.0281967,-0.602771,0.797075
000213,64.3999,-82.6445,5.68011,-0.0246614,-0.0276635,-0.598628,0.800169
000214,64.6031,-83.274,5.72883,-0.0248695,-0.0277397,-0.594716,0.803072
000215,64.8178,-83.9124,5.77578,-0.0260143,-0.0269179,-0.590679,0.806038
000216,65.0563,-84.6025,5.82703,-0.0248488,-0.0253862,-0.585114,0.810172
000217,65.2763,-85.2536,5.87876,-0.0214248,-0.0240909,-0.581538,0.81288
000218,65.5233,-85.9399,5.93227,-0.0195792,-0.0230727,-0.576643,0.816436
000219,65.7793,-86.6275,5.97547,-0.0184231,-0.0223568,-0.572282,0.819545
000220,66.0386,-87.3178,6.02449,-0.0165514,-0.0230215,-0.568597,0.822127
000221,66.3078,-88.0255,6.0624,-0.013279,-0.0240886,-0.565022,0.824617
000222,66.5899,-88.7597,6.10779,-0.00768049,-0.0242283,-0.561263,0.827247
000223,66.8696,-89.4706,6.15471,-0.0043605,-0.0247511,-0.558844,0.828892
000224,67.169,-90.1984,6.19598,-0.00346988,-0.0264812,-0.55529,0.831228
000225,67.4699,-90.9149,6.24128,-0.00453716,-0.0300149,-0.552293,0.833097
000226,67.7817,-91.6384,6.28534,-0.00492984,-0.0337961,-0.548833,0.835234
000227,68.1009,-92.3575,6.33752,-0.00593939,-0.0342582,-0.546361,0.836828
000228,68.4293,-93.0612,6.3913,-0.00884909,-0.0320862,-0.544567,0.838057
000229,68.7615,-93.76,6.44458,-0.0115371,-0.0312176,-0.542507,0.839392
000230,69.0847,-94.4493,6.50865,-0.0126742,-0.0319565,-0.540739,0.840487
000231,69.4016,-95.1227,6.56319,-0.0145506,-0.0328202,-0.539106,0.841472
000232,69.7243,-95.7954,6.625,-0.0164118,-0.0326308,-0.53731,0.842594
000233,70.0444,-96.4607,6.68079,-0.0163717,-0.0319275,-0.535536,0.84375
000234,70.3594,-97.1167,6.74577,-0.0149171,-0.0308031,-0.534053,0.844758
000235,70.678,-97.7647,6.80081,-0.0143344,-0.0298325,-0.532285,0.845918
000236,70.9895,-98.3942,6.85973,-0.014249,-0.028999,-0.530914,0.846809
000237,71.3036,-99.0178,6.90999,-0.0153958,-0.0290116,-0.5292,0.847861
000238,71.6073,-99.632,6.96508,-0.0153624,-0.029589,-0.527897,0.848654
000239,71.9076,-100.239,7.01435,-0.0144019,-0.0299371,-0.526922,0.849264
000240,72.2009,-100.832,7.06794,-0.0134734,-0.0302782,-0.526351,0.849621
000241,72.5045,-101.422,7.11677,-0.0140026,-0.0299248,-0.525371,0.850232
000242,72.7946,-101.999,7.16822,-0.0134401,-0.0302579,-0.524452,0.850796
000243,73.0811,-102.562,7.214,-0.0139939,-0.0309485,-0.523482,0.85136
000244,73.3659,-103.121,7.26331,-0.0134328,-0.0320071,-0.522028,0.852222
000245,73.6439,-103.669,7.31453,-0.0123952,-0.0328615,-0.52061,0.853072
000246,73.9167,-104.208,7.36075,-0.0113969,-0.0335215,-0.519354,0.853825
000247,74.1979,-104.74,7.40908,-0.010922,-0.0338874,-0.51767,0.854839
000248,74.4738,-105.263,7.45664,-0.0107407,-0.0340191,-0.516136,0.855763
000249,74.7476,-105.775,7.50366,-0.0103993,-0.0341432,-0.514712,0.85662
000250,75.0245,-106.286,7.5507,-0.00995796,-0.0347561,-0.512943,0.857661
000251,75.2984,-106.79,7.59316,-0.0104513,-0.0351072,-0.511241,0.858656
000252,75.5743,-107.294,7.64324,-0.00974835,-0.0363951,-0.50908,0.859894
000253,75.8554,-107.787,7.68835,-0.0111111,-0.037217,-0.506799,0.861189
000254,76.142,-108.275,7.73723,-0.0137544,-0.0385882,-0.504068,0.862692
000255,76.4313,-108.759,7.78396,-0.0173011,-0.039821,-0.50126,0.864207
000256,76.7314,-109.243,7.83218,-0.0206021,-0.040702,-0.498027,0.865961
000257,77.03,-109.728,7.88405,-0.0228488,-0.041361,-0.494933,0.867645
000258,77.3432,-110.224,7.9388,-0.024004,-0.0398994,-0.491888,0.869412
000259,77.6649,-110.719,7.99194,-0.025487,-0.0364468,-0.489055,0.871118
000260,77.9941,-111.223,8.04829,-0.0265851,-0.032298,-0.486292,0.872794
000261,78.3354,-111.731,8.10379,-0.0278593,-0.0282586,-0.482996,0.874723
000262,78.6774,-112.246,8.15613,-0.0279855,-0.026202,-0.479832,0.876522
000263,79.0253,-112.759,8.20456,-0.0302991,-0.0254593,-0.476626,0.878215
000264,79.39,-113.283,8.25079,-0.0326861,-0.0257019,-0.4731,0.880027
000265,79.7622,-113.813,8.30144,-0.0343952,-0.0262092,-0.469789,0.881719
000266,80.1392,-114.349,8.34763,-0.0356715,-0.0263358,-0.466679,0.883314
000267,80.5418,-114.902,8.40089,-0.0366456,-0.0255684,-0.463019,0.885221
000268,80.9546,-115.459,8.45336,-0.0386381,-0.0238574,-0.45942,0.887058
000269,81.3707,-116.023,8.50907,-0.03839,-0.0228686,-0.455833,0.888943
000270,81.8078,-116.604,8.56558,-0.0379467,-0.0221005,-0.451505,0.891188
000271,82.2579,-117.186,8.62362,-0.0381983,-0.0217688,-0.44736,0.893273
000272,82.7213,-117.764,8.67554,-0.0396796,-0.0210683,-0.443196,0.895298
000273,83.2025,-118.356,8.73117,-0.0403481,-0.020896,-0.43856,0.897553
000274,83.6935,-118.953,8.7824,-0.040705,-0.0207296,-0.434675,0.899428
000275,84.1859,-119.553,8.84088,-0.0405427,-0.0203666,-0.431962,0.90075
000276,84.6975,-120.171,8.90007,-0.0399915,-0.0204788,-0.429519,0.90194
000277,85.2072,-120.789,8.95729,-0.0385583,-0.0210361,-0.427716,0.902845
000278,85.7321,-121.425,9.01653,-0.0360754,-0.0222212,-0.425595,0.903921
000279,86.2632,-122.067,9.07713,-0.0323916,-0.0232202,-0.423662,0.904943
000280,86.8011,-122.711,9.13655,-0.0290739,-0.0234628,-0.421835,0.905903
000281,87.3511,-123.362,9.20087,-0.0262591,-0.023483,-0.420123,0.906783
000282,87.915,-124.015,9.25525,-0.0254161,-0.0233656,-0.418124,0.907734
000283,88.4801,-124.663,9.31979,-0.0260161,-0.0236733,-0.416954,0.908247
000284,89.0773,-125.325,9.37584,-0.0285856,-0.0233035,-0.414382,0.909355
000285,89.6675,-125.969,9.43192,-0.0310752,-0.0219653,-0.412863,0.909998
000286,90.2651,-126.629,9.494,-0.0306072,-0.0199362,-0.411218,0.910805
000287,90.8747,-127.289,9.54834,-0.0305551,-0.0165686,-0.409223,0.911772
000288,91.4817,-127.947,9.60453,-0.0288165,-0.0136529,-0.407354,0.912713
000289,92.0996,-128.615,9.6507,-0.0268382,-0.0129094,-0.404414,0.914091
000290,92.7024,-129.276,9.70394,-0.0245576,-0.0142004,-0.402027,0.915188
000291,93.3169,-129.943,9.75198,-0.0209731,-0.0190135,-0.398723,0.916634
000292,93.9347,-130.602,9.80291,-0.0199615,-0.0236313,-0.395916,0.917766
000293,94.5681,-131.264,9.86082,-0.0191996,-0.0261321,-0.392175,0.919319
000294,95.2183,-131.924,9.91248,-0.0173925,-0.0258272,-0.388394,0.920967
000295,95.8711,-132.583,9.98361,-0.0147884,-0.0250457,-0.384651,0.922604
000296,96.5262,-133.228,10.0397,-0.0127189,-0.0265501,-0.381595,0.923861
000297,97.1917,-133.879,10.1048,-0.0127732,-0.02905,-0.378443,0.925081
000298,97.8634,-134.523,10.1615,-0.0134878,-0.0300949,-0.376344,0.925893
000299,98.5401,-135.172,10.2259,-0.0122378,-0.0298743,-0.374047,0.926848
000300,99.2147,-135.822,10.294,-0.00954003,-0.0288415,-0.372529,0.927523
000301,99.892,-136.472,10.359,-0.00762491,-0.0280896,-0.37208,0.927744
000302,100.573,-137.122,10.4196,-0.0055987,-0.027488,-0.371499,0.928009
000303,101.259,-137.768,10.48,-0.00526214,-0.0267832,-0.371494,0.928034
000304,101.942,-138.412,10.5359,-0.00563124,-0.0264429,-0.372133,0.927786
000305,102.627,-139.06,10.595,-0.00673081,-0.026557,-0.37238,0.927676
000306,103.314,-139.702,10.6488,-0.00874678,-0.0266807,-0.373765,0.927098
000307,104.002,-140.35,10.7109,-0.0109441,-0.026368,-0.374807,0.926663
000308,104.685,-140.997,10.7687,-0.0125467,-0.0257416,-0.37633,0.926043
000309,105.368,-141.65,10.83,-0.013829,-0.0249235,-0.378113,0.925321
000310,106.039,-142.3,10.891,-0.0137755,-0.0240158,-0.38031,0.924445
000311,106.714,-142.955,10.9468,-0.0136596,-0.0224896,-0.381745,0.923893
000312,107.376,-143.611,11.0047,-0.0117122,-0.0224676,-0.383626,0.923141
000313,108.033,-144.261,11.074,-0.0122043,-0.0242435,-0.385359,0.922367
000314,108.668,-144.903,11.1241,-0.0170838,-0.0273068,-0.388469,0.920899
000315,109.32,-145.551,11.1863,-0.0194278,-0.0295012,-0.390301,0.920009
000316,109.965,-146.211,11.2519,-0.0190887,-0.0280617,-0.39276,0.919014
000317,110.605,-146.87,11.3214,-0.0194278,-0.0243559,-0.395339,0.918007
000318,111.242,-147.531,11.3845,-0.0191778,-0.0222753,-0.397764,0.917017
000319,111.867,-148.19,11.4447,-0.0193185,-0.0219943,-0.399742,0.91616
000320,112.487,-148.852,11.5032,-0.0184119,-0.0223989,-0.401801,0.915268
000321,113.091,-149.519,11.5627,-0.0173836,-0.0237539,-0.404138,0.914224
000322,113.7,-150.188,11.6227,-0.0161303,-0.0257176,-0.40618,0.913289
000323,114.3,-150.858,11.6863,-0.0158701,-0.0271785,-0.408751,0.912103
000324,114.899,-151.529,11.7435,-0.0161096,-0.0275191,-0.411591,0.910811
